text,similarity,levenshtein,index
Roseiflexus castenholzii DSM 13941,1,0,644
Roseobacter sp. MED193,1,0,1631
Roseovarius nubinhibens ISM,1,0,1614
Roseovarius sp. 217,1,0,1625
Saccharomonospora viridis DSM 43017,1,0,920
Saccharopolyspora erythraea NRRL 2338,1,0,1095
Saccharopolyspora erythraea NRRL 2338,1,0,2521
Saccharopolyspora erythraea NRRL 2338,1,0,118202
Shewanella amazonensis SB2B,1,0,534
Shewanella baltica OS155,1,0,563
Shewanella denitrificans OS217,1,0,466
Shewanella frigidimarina NCIMB 400,1,0,509
Shewanella pealeana ATCC 700345,1,0,664
Shewanella piezotolerans WP3,1,0,517
Shewanella woodyi ATCC 51908,1,0,721
Sinorhizobium meliloti 1021,1,0,138
Sphingopyxis alaskensis RB2256,1,0,477
Staphylococcus aureus subsp. aureus N315,1,0,265
Staphylococcus capitis SK14,1,0,2641
Staphylococcus carnosus subsp. carnosus TM300,1,0,253
Staphylococcus epidermidis ATCC 12228,1,0,172
Staphylococcus epidermidis ATCC 12228,1,0,371031
Staphylococcus epidermidis ATCC 12228,1,0,430498
Staphylococcus haemolyticus JCSC1435,1,0,276
Stenotrophomonas maltophilia K279a,1,0,1120
Streptococcus dysgalactiae subsp. equisimilis GGS_124,1,0,318
Streptococcus equi subsp. zooepidemicus MGCS10565,1,0,779
Streptococcus gallolyticus UCN34,1,0,1070
Streptococcus gordonii str. Challis substr. CH1,1,0,610
Streptococcus mitis B6,1,0,1069
Streptococcus mutans UA159,1,0,163
Streptococcus pneumoniae TIGR4,1,0,134
Streptococcus pneumoniae TIGR4,1,0,2325
Streptococcus pneumoniae TIGR4,1,0,6682
Streptococcus pneumoniae TIGR4,1,0,6857
Streptococcus pneumoniae TIGR4,1,0,1184555
Streptococcus pneumoniae TIGR4,1,0,2071964
Streptococcus pyogenes M1 GAS,1,0,129
Streptococcus pyogenes M1 GAS,1,0,2202307
Streptococcus sanguinis SK36,1,0,486
Streptococcus sanguinis SK36,1,0,3107678
Streptococcus suis 05ZYH33,1,0,490
Streptococcus thermophilus CNRZ1066,1,0,374
Streptococcus uberis 0140J,1,0,260
Streptomyces griseus subsp. griseus NBRC 13350,1,0,313
Streptomyces scabiei 87.22,1,0,1145
Sulfolobus acidocaldarius DSM 639,1,0,396
Sulfolobus acidocaldarius DSM 639,1,0,1405507
Synechococcus elongatus PCC 7943,0.9285714285714286,0.7,1129649
Synechococcus sp. WH 8109,0.9047619047619048,0.7,2070
Synechococcus sp. WH 8103,0.9047619047619048,0.7,50547
Synechococcus sp. WH 8101,0.9047619047619048,0.7,199448
Synechococcus sp. WH 8101,0.9047619047619048,0.7,697424
Synechocystis sp. PCC 6803,1,0,269
Synechocystis sp. PCC 6803,1,0,6711
Synechocystis sp. PCC 6803,1,0,10046
Synechocystis sp. PCC 6803,1,0,57202
Synechocystis sp. PCC 6803,1,0,552455
Synechocystis sp. PCC 6803,1,0,922919
Synechocystis sp. PCC 6803,1,0,1123859
Synechocystis sp. PCC 6803,1,0,1287364
Synechocystis sp. PCC 6803,1,0,2573121
Teredinibacter turnerae T7901,1,0,885
Teredinibacter turnerae T7902,0.92,0.7,11840
Thermoanaerobacter italicus Ab9,1,0,1004
Thermococcus gammatolerans EJ3,1,0,852
Thermococcus onnurineus NA1,1,0,668
Thermococcus sibiricus MM 739,1,0,861
Thermoplasma acidophilum DSM 1728,1,0,3622
Thermoplasma volcanium GSS1,1,0,342
Thermosipho africanus TCF52B,1,0,803
Thermosipho melanesiensis BI429,1,0,605
Thermotoga maritima MSB8,1,0,216
Thermotoga maritima MSB8,1,0,4860
Thermotoga maritima MSB8,1,0,12353
Thermotoga maritima MSB8,1,0,40437
Thermotoga neapolitana DSM 4359,1,0,696
Thermotoga neapolitana DSM 4359,1,0,2512201
Thermotoga sp. RQ2,1,0,726
Thermus aquaticus Y51MC23,1,0,61266
Thermus thermophilus HB27,1,0,195
Thermus thermophilus HB27,1,0,1549731
Thiobacillus denitrificans,1,0,67610
Thiobacillus denitrificans,1,0,106420
Thiobacillus denitrificans,1,0,107198
Thiobacillus denitrificans,1,0,110176
Thiobacillus denitrificans,1,0,111247
Thiobacillus denitrificans,1,0,1011833
Thiobacillus denitrificans,1,0,1016839
Thiobacillus denitrificans,1,0,1016919
Thiobacillus denitrificans,1,0,2472812
Tolumonas auensis DSM 9187,1,0,887
Trichodesmium erythraeum IMS101,1,0,488
Tropheryma whipplei str. Twist,1,0,164
Vibrio parahaemolyticus RIMD 2210633,1,0,3631
Vibrio vulnificus CMCP6,1,0,1077
Vibrio vulnificus CMCP6,1,0,3070638
Xanthomonas campestris pv. campestris str. ATCC 33913,1,0,147
Xylella fastidiosa 9a5c,1,0,126
Zymomonas mobilis subsp. mobilis,0.9333333333333333,2.8,98060
Zymomonas mobilis subsp. mobilis,0.9333333333333333,2.8,142880
Zymomonas mobilis subsp. mobilis,0.9333333333333333,2.8,142881
Zymomonas mobilis subsp. mobilis,0.9333333333333333,2.8,314859
